,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,Port Lincoln,-34.73,135.87,54.81,88,0,9.51,AU,2020-07-15 13:07:53
290,Jyvaskyla,62.24,25.72,73.0,49,70,2.24,FI,2020-07-15 13:07:53
291,Ixtapa,20.7,-105.2,81.0,83,5,4.7,MX,2020-07-15 13:07:53
292,Iquique,-20.22,-70.14,55.4,76,75,4.7,CL,2020-07-15 13:07:53
293,Banda Aceh,5.56,95.32,82.11,74,79,1.72,ID,2020-07-15 13:03:20
294,Ārvi,20.98,78.23,79.14,85,100,6.67,IN,2020-07-15 13:07:54
295,Barra de Tecoanapa,16.52,-98.75,78.04,86,0,4.21,MX,2020-07-15 13:07:54
296,Kavaratti,10.57,72.64,83.3,80,100,19.1,IN,2020-07-15 13:07:54
297,Tiksi,71.69,128.87,37.58,79,0,10.42,RU,2020-07-15 13:07:54
298,Várzea Grande,-15.65,-56.13,77.0,73,0,3.36,BR,2020-07-15 13:07:54
299,Deniliquin,-35.53,144.97,43.48,86,0,5.23,AU,2020-07-15 13:07:54
300,Torbay,47.67,-52.73,50.0,100,90,19.46,CA,2020-07-15 13:05:16
301,Vardø,70.37,31.11,60.8,59,11,8.05,NO,2020-07-15 13:04:39
302,Wau,7.7,28.0,84.07,64,6,5.55,SS,2020-07-15 13:07:55
303,Saint Anthony,45.02,-93.22,66.99,88,40,2.04,US,2020-07-15 13:07:55
304,Ondo,7.1,4.83,80.11,74,100,4.85,NG,2020-07-15 13:07:55
305,Serebryansk,49.69,83.29,87.8,35,20,15.66,KZ,2020-07-15 13:07:55
306,Geraldton,-28.77,114.6,55.4,93,3,9.17,AU,2020-07-15 13:07:55
307,Saint George,37.1,-113.58,75.99,19,1,6.93,US,2020-07-15 13:05:34
308,Yar-Sale,66.83,70.83,61.29,84,100,12.17,RU,2020-07-15 13:07:55
309,Novobirilyussy,56.95,90.67,60.76,60,97,5.28,RU,2020-07-15 13:07:56
310,Presidencia Roque Sáenz Peña,-26.79,-60.44,46.83,55,99,4.34,AR,2020-07-15 13:07:56
311,Manado,1.49,124.85,78.8,88,20,3.36,ID,2020-07-15 13:07:56
312,Hasaki,35.73,140.83,64.4,100,75,6.93,JP,2020-07-15 13:07:56
313,Horsham,51.06,-0.33,64.99,63,75,11.41,GB,2020-07-15 13:07:56
314,Yaan,7.38,8.57,79.54,80,100,5.44,NG,2020-07-15 13:07:56
315,Lagoa,39.05,-27.98,68.9,82,72,13.98,PT,2020-07-15 13:03:03
316,Prijedor,44.98,16.71,80.6,34,20,6.93,BA,2020-07-15 13:05:02
317,Sémbé,1.65,14.58,82.36,65,59,4.81,CG,2020-07-15 13:07:56
318,George Town,5.41,100.34,84.2,83,20,5.82,MY,2020-07-15 13:05:37
319,Calvinia,-31.47,19.78,52.2,41,0,9.86,ZA,2020-07-15 13:07:57
320,Bibiani,6.46,-2.32,75.15,76,100,3.67,GH,2020-07-15 13:07:57
321,Ulladulla,-35.35,150.47,51.8,66,75,8.05,AU,2020-07-15 13:07:57
322,Morros,-9.45,-46.3,83.75,38,8,11.12,BR,2020-07-15 13:07:57
323,Shīeli,44.17,66.75,97.0,17,0,21.7,KZ,2020-07-15 13:07:57
324,Merauke,-8.47,140.33,77.7,84,95,17.18,ID,2020-07-15 13:07:57
325,Ramon,16.78,121.53,76.84,90,30,2.48,PH,2020-07-15 13:07:58
326,Lüderitz,-26.65,15.16,82.4,14,0,18.34,NA,2020-07-15 13:07:58
327,Okha,53.57,142.95,56.82,88,6,10.63,RU,2020-07-15 13:07:58
328,Thinadhoo,0.53,72.93,85.08,68,85,6.15,MV,2020-07-15 13:07:58
329,Mardin,37.31,40.74,104.0,13,20,8.05,TR,2020-07-15 13:07:31
330,Parkersburg,39.27,-81.56,71.6,68,1,3.36,US,2020-07-15 13:07:58
331,Korla,41.76,86.15,86.86,21,100,15.61,CN,2020-07-15 13:07:58
332,Filingué,14.35,3.32,84.74,62,100,10.8,NE,2020-07-15 13:07:58
333,Sabang,5.89,95.32,84.58,67,15,1.61,ID,2020-07-15 13:07:59
334,Araouane,18.9,-3.53,102.29,25,99,10.51,ML,2020-07-15 13:07:59
335,Boysun,38.21,67.2,91.53,13,87,6.78,UZ,2020-07-15 13:07:59
336,Portland,45.52,-122.68,60.8,67,20,4.7,US,2020-07-15 13:07:40
337,Horasan,40.05,42.17,81.21,28,0,4.12,TR,2020-07-15 13:07:59
338,Camacha,33.08,-16.33,71.6,68,75,19.46,PT,2020-07-15 13:07:59
339,Am Timan,11.03,20.28,84.63,61,97,4.54,TD,2020-07-15 13:07:59
340,Mount Isa,-20.73,139.5,51.8,34,0,6.93,AU,2020-07-15 13:07:59
341,Sandy Bay,-42.91,147.35,46.4,75,90,5.82,AU,2020-07-15 13:07:59
342,Alnāvar,15.43,74.73,71.6,88,75,9.17,IN,2020-07-15 13:08:00
343,Maceió,-9.67,-35.74,75.2,88,40,2.24,BR,2020-07-15 13:08:00
344,San Rafael,-34.62,-68.33,46.08,55,0,1.72,AR,2020-07-15 13:07:40
345,George,-33.96,22.46,60.8,36,0,8.05,ZA,2020-07-15 13:08:00
346,Bontang,0.13,117.5,80.47,76,100,4.63,ID,2020-07-15 13:08:00
347,Takāb,36.4,47.11,79.9,26,10,4.0,IR,2020-07-15 13:08:00
348,Srednekolymsk,67.45,153.68,39.36,73,0,7.54,RU,2020-07-15 13:08:00
349,North Myrtle Beach,33.82,-78.68,84.99,79,1,5.82,US,2020-07-15 13:08:00
350,Tuy Hoa,13.08,109.3,81.0,86,3,9.57,VN,2020-07-15 13:03:50
351,Lata,40.16,-8.33,89.01,34,0,5.99,PT,2020-07-15 13:08:01
352,Nautla,20.22,-96.78,77.34,72,23,5.17,MX,2020-07-15 13:08:01
353,Curup,-3.47,102.53,70.63,89,100,3.29,ID,2020-07-15 13:08:01
354,College,64.86,-147.8,53.01,87,40,4.7,US,2020-07-15 13:08:01
355,Pitimbu,-7.47,-34.81,77.0,88,75,8.05,BR,2020-07-15 13:08:01
356,Bubaque,11.28,-15.83,80.02,80,100,5.95,GW,2020-07-15 13:08:01
357,Gambēla,8.25,34.58,79.74,84,41,3.02,ET,2020-07-15 13:08:02
358,Rocha,-34.48,-54.33,44.94,59,0,3.44,UY,2020-07-15 13:03:26
359,Katherine,-14.47,132.27,66.2,48,46,5.82,AU,2020-07-15 13:05:44
360,La Ronge,55.1,-105.28,57.2,82,90,14.99,CA,2020-07-15 13:08:02
361,Guapí,2.57,-77.89,77.23,91,64,4.65,CO,2020-07-15 13:03:05
362,Ranfurly,-45.13,170.1,23.0,95,100,2.55,NZ,2020-07-15 13:08:02
363,High Level,58.52,-117.14,48.2,93,1,2.24,CA,2020-07-15 13:08:02
364,Gazojak,41.19,61.4,105.55,8,0,21.94,TM,2020-07-15 13:08:03
365,Sistranda,63.73,8.83,66.2,68,20,14.99,NO,2020-07-15 13:08:03
366,Lima,-12.04,-77.03,59.0,93,90,6.93,PE,2020-07-15 13:07:10
367,Altay,47.87,88.12,76.71,42,29,6.42,CN,2020-07-15 13:08:03
368,Kulunda,52.57,78.94,76.23,47,0,14.12,RU,2020-07-15 13:08:03
369,Tessalit,20.2,1.01,102.74,20,0,8.68,ML,2020-07-15 13:08:03
370,Kahului,20.89,-156.47,78.01,73,20,13.87,US,2020-07-15 13:08:03
371,Salalah,17.02,54.09,82.4,88,90,10.29,OM,2020-07-15 13:07:20
372,Batticaloa,7.71,81.69,88.88,64,97,6.06,LK,2020-07-15 13:08:04
373,Bumba,2.18,22.47,82.56,68,90,2.57,CD,2020-07-15 13:08:04
374,Lushoto,-4.78,38.28,65.37,70,81,8.03,TZ,2020-07-15 13:08:04
375,Mezhdurechensk,53.69,88.06,68.02,57,0,5.95,RU,2020-07-15 13:08:04
376,Liwale,-9.77,37.93,84.87,32,52,7.87,TZ,2020-07-15 13:08:04
377,Naze,28.37,129.48,82.4,88,75,6.93,JP,2020-07-15 13:08:04
378,Ust'-Kan,50.93,84.76,65.26,74,3,8.25,RU,2020-07-15 13:08:04
379,Arlit,18.74,7.39,100.09,22,0,4.97,NE,2020-07-15 13:08:04
380,San Rafael del Sur,11.85,-86.44,78.8,83,40,4.7,NI,2020-07-15 13:08:04
381,Yumen,40.28,97.2,83.84,22,100,6.2,CN,2020-07-15 13:08:05
382,Lloydminster,53.28,-110.0,51.8,87,1,13.87,CA,2020-07-15 13:08:05
383,Kyabé,9.45,18.94,85.08,63,45,5.26,TD,2020-07-15 13:08:06
384,Laguna,38.42,-121.42,59.0,87,1,3.36,US,2020-07-15 13:08:06
385,Mumbwa,-14.98,27.06,81.16,16,0,11.74,ZM,2020-07-15 13:08:06
386,Māgadi,12.97,77.23,80.01,100,75,11.41,IN,2020-07-15 13:08:07
387,Tari,12.41,4.49,88.45,52,100,9.8,NG,2020-07-15 13:08:07
388,Vaitape,-16.52,-151.75,78.3,82,0,15.32,PF,2020-07-15 13:08:07
389,Gannan,47.91,123.5,74.43,67,0,6.98,CN,2020-07-15 13:08:07
390,Asău,46.43,26.4,79.0,39,20,5.82,RO,2020-07-15 13:08:07
391,Grand Forks,47.93,-97.03,64.4,67,20,11.41,US,2020-07-15 13:04:37
392,Pontianak,-0.03,109.33,76.68,89,63,3.62,ID,2020-07-15 13:08:07
393,Owando,-0.48,15.9,80.2,77,100,2.24,CG,2020-07-15 13:08:08
394,Hohhot,40.81,111.65,78.8,65,20,6.71,CN,2020-07-15 13:08:08
395,Tchibanga,-2.85,11.03,81.77,58,84,4.52,GA,2020-07-15 13:08:08
396,Lalibela,12.03,39.03,64.56,68,100,8.59,ET,2020-07-15 13:08:08
397,Honiara,-9.43,159.95,78.8,88,75,3.36,SB,2020-07-15 13:08:08
398,Marion,39.77,-86.16,73.0,83,40,9.17,US,2020-07-15 13:06:23
399,Mayo,38.89,-76.51,80.6,61,1,4.7,US,2020-07-15 13:08:08
400,Gunjur,13.2,-16.73,87.8,70,40,10.63,GM,2020-07-15 13:08:08
401,Fereydūnkenār,36.69,52.52,86.0,55,75,6.93,IR,2020-07-15 13:08:09
402,Grand Gaube,-20.01,57.66,75.0,66,95,8.99,MU,2020-07-15 13:08:09
403,Sitka,57.05,-135.33,53.6,87,90,3.36,US,2020-07-15 13:08:09
404,Zyryanka,65.75,150.85,47.03,61,67,9.98,RU,2020-07-15 13:08:09
405,Skaerbaek,55.16,8.77,64.4,59,75,11.41,DK,2020-07-15 13:08:09
406,Camabatela,-8.19,15.38,85.51,18,0,8.95,AO,2020-07-15 13:08:09
407,Kattivākkam,13.22,80.32,89.6,62,75,5.82,IN,2020-07-15 13:08:09
408,Fare,-16.7,-151.02,78.73,79,0,10.65,PF,2020-07-15 13:08:10
409,Dunedin,-45.87,170.5,42.01,92,98,5.44,NZ,2020-07-15 13:08:10
410,Ancud,-41.87,-73.82,45.0,100,90,3.36,CL,2020-07-15 13:08:10
411,Argelia,2.26,-77.25,69.17,68,2,2.19,CO,2020-07-15 13:08:10
412,Bāglung,28.27,83.59,75.69,80,60,2.06,NP,2020-07-15 13:08:10
413,Cabo San Lucas,22.89,-109.91,82.0,61,5,18.34,MX,2020-07-15 13:06:45
414,Atbasar,51.8,68.33,83.1,43,0,12.21,KZ,2020-07-15 13:08:10
415,Shāhāda,21.55,74.47,81.25,84,100,1.81,IN,2020-07-15 13:08:11
416,Guabito,9.5,-82.62,77.0,88,100,2.06,PA,2020-07-15 13:08:11
417,Prado,-17.34,-39.22,79.83,64,32,1.72,BR,2020-07-15 13:08:11
418,Muscat,23.61,58.59,91.4,66,0,14.99,OM,2020-07-15 13:05:42
419,Adrar,20.5,-10.07,103.84,17,0,4.21,MR,2020-07-15 13:08:11
420,Sukumo,32.93,132.73,68.94,92,100,4.14,JP,2020-07-15 13:08:11
421,Nelson Bay,-32.72,152.15,54.0,66,40,9.17,AU,2020-07-15 13:08:12
422,Kandrian,-6.22,149.55,78.53,86,69,4.85,PG,2020-07-15 13:08:12
423,Nagato,34.38,131.2,71.6,78,75,3.36,JP,2020-07-15 13:08:12
424,San Policarpo,12.18,125.51,80.78,81,57,9.53,PH,2020-07-15 13:08:12
425,Cockburn Town,21.46,-71.14,81.37,79,95,14.58,TC,2020-07-15 13:08:14
426,Florianópolis,-27.61,-48.5,55.4,76,36,2.39,BR,2020-07-15 13:05:42
427,Riyadh,24.69,46.72,113.0,12,84,5.82,SA,2020-07-15 13:07:54
428,Izoplit,56.63,36.22,69.15,76,0,5.82,RU,2020-07-15 13:08:14
429,Chiredzi,-21.05,31.67,62.64,55,100,11.83,ZW,2020-07-15 13:08:14
430,Evensk,61.95,159.23,51.98,93,100,3.06,RU,2020-07-15 13:08:15
431,Huanren,41.26,125.37,68.58,82,36,2.3,CN,2020-07-15 13:08:15
432,Inuvik,68.35,-133.72,50.0,87,75,8.05,CA,2020-07-15 13:08:15
433,Havelock,34.88,-76.9,84.99,66,20,4.7,US,2020-07-15 13:08:15
434,Tual,-5.67,132.75,79.05,88,62,16.35,ID,2020-07-15 13:08:15
435,Inírida,3.87,-67.92,77.34,90,52,0.98,CO,2020-07-15 13:08:15
436,Kamenka,51.32,42.77,73.0,57,14,17.0,RU,2020-07-15 13:08:16
437,Taltal,-25.4,-70.48,61.72,47,0,1.39,CL,2020-07-15 13:08:16
438,Fortuna,40.6,-124.16,52.0,100,75,1.14,US,2020-07-15 13:08:16
439,Shingū,33.73,135.98,70.39,89,100,6.6,JP,2020-07-15 13:08:16
440,Quesnel,53.0,-122.5,55.4,100,90,2.24,CA,2020-07-15 13:08:16
441,Rock Sound,24.9,-76.2,83.53,74,71,7.78,BS,2020-07-15 13:08:17
442,Nioro,13.35,-15.75,89.31,51,0,7.54,GM,2020-07-15 13:08:17
443,Khovd,48.01,91.64,60.1,63,100,5.01,MN,2020-07-15 13:08:17
444,Jalu,29.03,21.55,99.95,15,0,12.44,LY,2020-07-15 13:08:17
445,Nisibis,37.08,41.22,105.8,9,0,11.41,TR,2020-07-15 13:08:17
446,Tarabha,20.73,83.65,86.94,67,100,5.3,IN,2020-07-15 13:08:17
447,Margate,51.38,1.39,68.0,65,100,1.99,GB,2020-07-15 13:08:17
448,Namatanai,-3.67,152.43,79.45,75,3,3.29,PG,2020-07-15 13:08:18
449,Puerto Colombia,10.99,-74.95,82.4,94,0,11.41,CO,2020-07-15 13:08:18
450,Babstovo,48.12,132.48,70.74,92,1,6.24,RU,2020-07-15 13:08:18
451,Papetoai,-17.5,-149.87,75.2,88,20,1.12,PF,2020-07-15 13:08:18
452,Impfondo,1.64,18.07,84.2,64,84,2.55,CG,2020-07-15 13:08:18
453,Olafsvik,64.89,-23.71,50.34,92,100,11.92,IS,2020-07-15 13:08:19
454,Borovoy,55.43,86.08,68.0,45,80,11.18,RU,2020-07-15 13:08:19
455,Panguna,-6.32,155.48,68.54,100,86,1.86,PG,2020-07-15 13:08:19
456,Ambikāpur,23.12,83.2,81.63,79,98,4.99,IN,2020-07-15 13:07:06
457,Redcar,54.62,-1.06,60.01,87,100,4.0,GB,2020-07-15 13:08:19
458,Aksu,41.12,80.26,88.79,19,72,4.38,CN,2020-07-15 13:08:19
459,Lagos,6.58,3.75,80.78,71,100,8.34,NG,2020-07-15 13:06:55
460,Chālūs,36.66,51.42,84.2,83,40,6.93,IR,2020-07-15 13:08:20
461,Arrondissement de Mayenne,48.33,-0.67,68.0,60,90,9.17,FR,2020-07-15 13:08:20
462,Cayenne,4.93,-52.33,86.0,74,75,4.7,GF,2020-07-15 13:08:20
463,Chengzhong,30.95,113.55,75.2,94,75,4.47,CN,2020-07-15 13:08:20
464,Cao Bang,22.67,106.25,82.15,74,87,4.09,VN,2020-07-15 13:08:21
465,Malbork,54.04,19.03,77.0,36,0,12.75,PL,2020-07-15 13:08:21
466,Whitehorse,60.72,-135.05,46.4,93,75,6.93,CA,2020-07-15 13:08:21
467,Cananéia,-25.01,-47.93,62.58,73,100,5.03,BR,2020-07-15 13:08:21
468,Kangaatsiaq,68.31,-53.46,43.63,82,75,5.75,GL,2020-07-15 13:08:22
469,Suez,29.97,32.53,101.28,17,0,10.42,EG,2020-07-15 13:08:22
470,Kikwit,-5.04,18.82,90.5,34,99,2.75,CD,2020-07-15 13:08:22
471,Vysokogornyy,50.12,139.15,59.14,91,4,1.19,RU,2020-07-15 13:08:22
472,Smolenka,52.14,113.5,71.6,73,40,4.47,RU,2020-07-15 13:08:22
473,Timrå,62.49,17.33,66.2,68,20,12.75,SE,2020-07-15 13:08:23
474,Acarí,-15.43,-74.62,68.86,47,56,3.24,PE,2020-07-15 13:08:23
475,Santa Maria,-29.68,-53.81,45.05,63,0,5.14,BR,2020-07-15 13:08:23
476,Banjar,-8.19,114.97,78.8,83,20,18.34,ID,2020-07-15 13:08:23
477,Sola,-13.88,167.55,78.8,78,40,11.41,VU,2020-07-15 13:08:23
478,Prince Rupert,54.32,-130.32,55.4,100,90,10.29,CA,2020-07-15 13:08:24
479,Chachapoyas,-6.23,-77.87,54.48,84,96,3.2,PE,2020-07-15 13:08:24
480,Hamilton,39.18,-84.53,75.0,78,1,4.63,US,2020-07-15 13:03:51
481,Teya,60.38,92.63,56.07,64,90,6.69,RU,2020-07-15 13:08:24
482,Ardakān,32.31,54.02,100.4,12,20,6.93,IR,2020-07-15 13:08:24
483,Khromtau,50.25,58.43,94.23,18,0,10.36,KZ,2020-07-15 13:08:25
484,Yanam,16.73,82.22,82.4,88,75,8.05,IN,2020-07-15 13:08:25
485,Anito,12.45,125.29,78.37,87,93,8.39,PH,2020-07-15 13:08:25
486,Coyhaique,-45.58,-72.07,30.2,92,75,5.82,CL,2020-07-15 13:08:25
487,Jiuquan,39.74,98.52,80.51,28,77,6.73,CN,2020-07-15 13:08:25
488,Maumere,-8.62,122.21,77.45,76,76,10.29,ID,2020-07-15 13:08:25
489,Lisburn,54.52,-6.04,61.0,82,100,8.05,GB,2020-07-15 13:07:41
490,Broken Hill,-31.95,141.43,46.4,60,0,2.17,AU,2020-07-15 13:08:26
491,Kizlyar,43.85,46.72,94.62,25,42,8.19,RU,2020-07-15 13:08:26
492,Aksarka,66.56,67.8,62.02,91,100,9.17,RU,2020-07-15 13:08:26
493,Evora,38.57,-7.9,89.6,31,0,5.82,PT,2020-07-15 13:07:48
494,Tatarsk,55.22,75.98,71.98,71,58,4.9,RU,2020-07-15 13:08:26
495,Constitución,-35.33,-72.42,52.12,71,0,4.9,CL,2020-07-15 13:08:26
496,Ovsyanka,55.96,92.55,62.6,51,81,8.95,RU,2020-07-15 13:08:26
497,Puerto Madryn,-42.77,-65.04,39.56,68,0,11.27,AR,2020-07-15 13:08:26
498,Faanui,-16.48,-151.75,77.5,84,0,15.01,PF,2020-07-15 13:08:27
499,Kjøllefjord,70.95,27.35,48.2,81,2,9.17,NO,2020-07-15 13:08:27
500,Comodoro Rivadavia,-45.87,-67.5,32.0,76,17,2.24,AR,2020-07-15 13:03:39
501,Puerto Baquerizo Moreno,-0.9,-89.6,67.12,89,72,12.75,EC,2020-07-15 13:08:27
502,Våler,60.68,11.83,64.99,72,40,5.82,NO,2020-07-15 13:08:27
503,Luau,-10.71,22.22,85.78,13,0,8.5,AO,2020-07-15 13:08:27
504,Praia,14.92,-23.51,82.4,65,75,17.22,CV,2020-07-15 13:08:28
505,Pop,40.87,71.11,95.0,23,40,4.7,UZ,2020-07-15 13:08:28
506,Severnyy,50.68,36.55,69.8,49,75,15.66,RU,2020-07-15 13:08:28
507,Kenai,60.55,-151.26,53.01,87,1,3.36,US,2020-07-15 13:04:19
508,Bosaso,11.28,49.18,93.2,63,20,18.34,SO,2020-07-15 13:08:28
509,Marawi,8.0,124.29,75.99,89,100,5.99,PH,2020-07-15 13:08:28
510,Walvis Bay,-22.96,14.51,89.6,7,0,19.46,NA,2020-07-15 13:08:29
511,Narsaq,60.92,-46.05,50.0,76,75,5.82,GL,2020-07-15 13:08:29
512,Barabai,-2.58,115.38,74.07,94,94,1.77,ID,2020-07-15 13:08:29
513,Igrim,63.19,64.42,89.38,37,73,11.83,RU,2020-07-15 13:08:30
514,Strezhevoy,60.73,77.59,78.8,61,59,8.95,RU,2020-07-15 13:08:30
515,Padang,-0.95,100.35,81.01,74,17,1.97,ID,2020-07-15 13:08:30
516,Marabba,12.35,32.18,87.13,52,98,15.35,SD,2020-07-15 13:08:30
517,Carutapera,-1.2,-46.02,84.09,70,1,8.63,BR,2020-07-15 13:08:30
518,Waingapu,-9.66,120.26,72.88,77,6,12.19,ID,2020-07-15 13:08:30
519,Kasungu,-13.03,33.48,80.35,19,0,11.65,MW,2020-07-15 13:08:31
520,Sibolga,1.74,98.78,79.72,79,100,2.57,ID,2020-07-15 13:08:31
521,Lékoni,-1.58,14.26,83.8,53,57,4.32,GA,2020-07-15 13:08:31
522,Newport,51.59,-3.0,64.0,77,85,1.99,GB,2020-07-15 13:07:54
523,Kodinsk,58.69,99.18,59.54,52,3,10.89,RU,2020-07-15 13:08:31
524,Ürümqi,43.8,87.6,86.0,25,98,8.95,CN,2020-07-15 13:08:32
525,Bone,51.97,12.14,61.0,94,100,4.85,DE,2020-07-15 13:08:32
526,Nantucket,41.28,-70.1,66.99,77,90,18.34,US,2020-07-15 13:08:32
527,Polson,47.69,-114.16,50.0,73,0,4.36,US,2020-07-15 13:06:14
528,Biak,-0.91,122.88,76.37,84,47,5.3,ID,2020-07-15 13:08:32
529,Palembang,-2.92,104.75,78.8,88,20,2.24,ID,2020-07-15 13:04:22
530,Bandarbeyla,9.49,50.81,91.81,40,100,28.74,SO,2020-07-15 13:08:32
531,Akdepe,42.06,59.38,105.8,13,0,11.41,TM,2020-07-15 13:08:33
532,Qaqortoq,60.72,-46.03,50.0,76,75,5.82,GL,2020-07-15 13:08:33
533,Marsh Harbour,26.54,-77.06,83.48,72,0,6.33,BS,2020-07-15 13:08:34
534,Hambantota,6.12,81.12,82.4,100,40,10.29,LK,2020-07-15 13:08:34
535,Klaksvík,62.23,-6.59,51.8,100,75,14.99,FO,2020-07-15 13:08:34
536,Salekhard,66.53,66.6,64.26,86,92,13.11,RU,2020-07-15 13:08:34
537,Lorengau,-2.02,147.27,82.4,68,98,6.04,PG,2020-07-15 13:08:34
538,Ust'-Ilimsk,58.0,102.66,62.73,59,1,9.4,RU,2020-07-15 13:08:35
539,Manjacaze,-24.71,33.88,67.48,54,0,16.22,MZ,2020-07-15 13:08:35
540,Tarauacá,-8.16,-70.77,75.02,91,23,1.92,BR,2020-07-15 13:08:35
541,Latung,5.5,120.88,83.91,69,90,5.17,PH,2020-07-15 13:08:35
542,Linjiang,41.81,126.91,65.86,83,0,0.6,CN,2020-07-15 13:08:35
543,Santa Cruz de la Sierra,-17.8,-63.17,64.4,72,75,6.93,BO,2020-07-15 13:07:34
544,Kruisfontein,-34.0,24.73,58.1,36,19,4.85,ZA,2020-07-15 13:08:36
545,Port Macquarie,-31.43,152.92,57.99,62,28,4.0,AU,2020-07-15 13:08:36
546,Collie,-33.37,116.15,55.99,81,86,7.36,AU,2020-07-15 13:08:36
547,Kirovsk,48.64,38.64,74.71,43,0,14.03,UA,2020-07-15 13:08:36
548,Sovetskiy,61.36,63.58,96.06,24,0,11.23,RU,2020-07-15 13:08:36
549,Sharkan,57.3,53.87,93.99,32,0,4.0,RU,2020-07-15 13:08:38
550,Seoul,37.57,126.98,75.2,69,1,4.68,KR,2020-07-15 13:08:38
551,Hay River,60.82,-115.8,51.8,87,40,10.29,CA,2020-07-15 13:08:38
552,Jiayuguan City,39.82,98.3,81.48,25,97,6.26,CN,2020-07-15 13:08:38
553,Palāsa,18.77,84.42,82.54,80,2,12.97,IN,2020-07-15 13:08:39
554,Illapel,-31.63,-71.17,59.31,48,0,1.07,CL,2020-07-15 13:04:43
555,Shumerlya,55.5,46.41,79.97,53,52,13.56,RU,2020-07-15 13:08:39
556,Magadan,59.57,150.8,52.7,93,57,3.91,RU,2020-07-15 13:08:39
557,Bendigo,-36.77,144.28,42.01,50,0,2.93,AU,2020-07-15 13:08:39
558,Vrangel',42.73,133.08,59.77,91,0,2.98,RU,2020-07-15 13:08:39
559,Palana,59.12,159.97,50.25,96,100,10.27,RU,2020-07-15 13:08:40
560,Pandan,14.05,124.17,82.0,77,0,8.97,PH,2020-07-15 13:08:40
561,Verkhovazh'ye,60.75,42.05,54.73,91,100,13.2,RU,2020-07-15 13:08:40
562,Pacific Grove,36.62,-121.92,57.99,90,83,1.01,US,2020-07-15 13:08:41
563,Kendal,54.33,-2.75,57.99,87,100,4.0,GB,2020-07-15 13:08:41
564,Palamós,41.85,3.13,73.0,54,45,6.93,ES,2020-07-15 13:08:41
565,Nizwá,22.93,57.53,97.63,28,99,10.96,OM,2020-07-15 13:08:41
566,Pangkalanbuun,-2.68,111.62,76.12,93,100,4.61,ID,2020-07-15 13:07:24
567,Bac Lieu,9.29,105.72,80.65,86,100,3.11,VN,2020-07-15 13:08:41
568,Bay-Khaak,51.17,94.5,63.57,49,100,9.89,RU,2020-07-15 13:08:42
569,Wenling,28.37,121.36,84.0,63,100,0.45,CN,2020-07-15 13:08:42
570,Monteagudo,-19.82,-63.98,57.42,80,100,2.59,BO,2020-07-15 13:08:42
571,Port Blair,11.67,92.75,82.22,80,99,10.92,IN,2020-07-15 13:08:42
572,Lakes Entrance,-37.88,147.98,46.99,96,99,3.11,AU,2020-07-15 13:08:42
573,Yining,29.04,114.56,79.75,86,9,1.54,CN,2020-07-15 13:08:43
574,Barentu,15.11,37.59,89.1,40,52,10.25,ER,2020-07-15 13:08:43
575,Faya,18.39,42.45,91.4,9,40,11.41,SA,2020-07-15 13:08:43
576,Nosy Varika,-20.58,48.53,73.87,73,0,5.7,MG,2020-07-15 13:08:43
577,Nieuw Amsterdam,5.88,-55.08,82.4,74,20,6.93,SR,2020-07-15 13:08:43
578,Dehlorān,32.69,47.27,110.75,6,0,24.05,IR,2020-07-15 13:08:43
579,Koumac,-20.57,164.28,68.99,75,39,7.07,NC,2020-07-15 13:08:43
580,Granadilla de Abona,28.12,-16.58,82.4,58,0,24.16,ES,2020-07-15 13:04:39
581,Jiblah,13.92,44.15,69.28,69,93,3.42,YE,2020-07-15 13:08:44
